ID,CRED_LIMIT,SEX,EDUCATION,MARRIAGE,AGE
7729,20000,1,2,2,23
7730,24000,1,2,1,41
7731,16000,0,4,2,30
7732,14000,0,2,1,34
7733,12000,0,2,2,42
7734,22000,1,2,1,45
7735,40000,1,1,2,47
7736,42000,1,1,2,33
7737,32000,1,1,2,32
7738,4000,1,3,2,23
7739,14000,0,2,2,42
7740,52000,1,2,2,51
7741,10000,1,3,2,54
7742,34000,1,2,2,26
7743,8000,1,1,2,24
7744,44000,0,3,1,39
7745,6000,1,2,1,23
7746,24000,1,1,2,34
7747,22000,1,1,2,32
7748,34000,1,2,1,23
7749,28000,0,1,2,35
7750,40000,0,2,1,41
7751,10000,0,2,2,27
7752,10000,1,2,1,45
7753,4000,0,2,2,57
7754,4000,1,2,1,47
7755,92000,0,1,2,28
7756,28000,1,1,2,28
7757,48000,0,1,3,65
7758,82000,1,1,1,53
7759,18000,0,2,2,28
7760,52000,0,2,1,35
7761,40000,0,3,1,36
7762,100000,0,1,2,35
7763,4000,0,1,1,35
7764,4000,1,2,2,24
7765,72000,0,3,1,58
7766,4000,0,2,2,43
7767,36000,0,1,1,44
7768,6000,0,3,1,48
7769,38000,1,6,1,48
7770,8000,0,1,1,37
7771,20000,0,1,1,30
7772,6000,1,1,2,41
7773,16000,1,2,2,28
7774,36000,1,2,1,41
7775,18000,1,2,2,32
7776,18000,1,2,2,26
7777,58000,1,2,1,39
7778,20000,1,2,1,58
7779,20000,0,2,2,28
7780,40000,1,1,2,33
7781,14000,1,1,2,30
7782,14000,1,1,2,24
7783,92000,1,2,2,33
7784,16000,1,2,1,47
7785,62000,1,1,2,29
7786,62000,1,1,1,38
7787,10000,1,2,2,29
7788,14000,1,1,2,25
7789,12000,0,1,1,34
7790,90000,0,1,1,54
7791,84000,1,1,2,33
7792,2000,0,2,2,22
7793,4000,1,2,1,25
7794,16000,1,2,1,25
7795,16000,0,3,2,30
7796,12000,0,1,2,23
7797,20000,0,1,2,30
7798,40000,0,1,2,29
7799,22000,0,1,2,26
7800,52000,0,1,1,53
7801,44000,1,1,2,32
7802,40000,0,1,1,32
7803,36000,0,2,1,34
7804,42000,1,2,2,30
7805,62000,0,1,2,29
7806,40000,0,1,1,51
7807,36000,0,2,1,39
7808,28000,0,2,2,27
7809,12000,0,3,1,33
7810,18000,1,2,1,27
7811,20000,0,2,2,40
7812,22000,0,1,2,29
7813,14000,1,1,2,25
7814,34000,1,2,1,33
7815,6000,0,2,1,38
7816,10000,1,2,2,23
7817,2000,1,2,2,22
7818,78000,1,1,2,29
7819,28000,1,2,2,32
7820,44000,1,3,1,50
7821,20000,1,2,1,49
7822,80000,1,3,1,30
7823,16000,0,1,2,26
7824,48000,0,1,1,35
7825,100000,0,1,2,49
7826,10000,0,2,1,36
7827,20000,1,2,1,33
7828,36000,1,2,2,29
7829,10000,0,3,2,40
7830,66000,1,2,1,27
7831,40000,0,1,1,38
7832,8000,0,2,2,22
7833,64000,0,1,1,40
7834,2000,1,2,1,22
7835,46000,1,2,1,30
7836,6000,0,1,2,25
7837,18000,0,2,1,41
7838,60000,1,3,1,41
7839,30000,0,2,2,27
7840,12000,0,2,1,52
7841,10000,0,2,2,25
7842,18000,1,3,1,25
7843,16000,1,3,1,50
7844,52000,1,2,1,38
7845,10000,0,2,1,48
7846,30000,0,1,2,34
7847,44000,1,1,1,36
7848,60000,1,2,2,37
7849,14000,1,2,1,29
7850,60000,1,1,2,29
7851,22000,0,2,2,24
7852,48000,1,2,2,28
7853,16000,1,3,2,54
7854,84000,1,1,1,32
7855,44000,1,2,1,41
7856,30000,1,1,2,31
7857,52000,1,2,1,46
7858,36000,1,1,2,34
7859,26000,1,2,2,25
7860,40000,0,5,2,40
7861,26000,0,1,2,27
7862,84000,1,1,2,41
7863,22000,0,3,1,43
7864,30000,1,2,2,25
7865,10000,1,2,1,38
7866,34000,1,1,1,33
7867,40000,1,4,2,25
7868,40000,1,2,1,31
7869,100000,0,1,2,38
7870,30000,0,1,2,25
7871,6000,0,2,2,25
7872,72000,1,2,1,49
7873,76000,1,1,1,37
7874,6000,1,3,2,43
7875,84000,1,2,1,47
7876,14000,0,2,2,32
7877,10000,1,2,1,37
7878,40000,0,1,2,32
7879,68000,0,2,2,29
7880,10000,0,2,2,25
7881,72000,1,1,2,34
7882,28000,0,1,2,29
7883,30000,0,2,1,39
7884,92000,0,1,1,44
7885,30000,1,2,1,34
7886,58000,1,1,1,39
7887,42000,1,1,2,41
7888,70000,1,2,2,33
7889,56000,1,3,1,37
7890,34000,1,2,1,29
7891,10000,0,3,1,40
7892,20000,0,2,1,51
7893,46000,1,2,1,33
7894,18000,0,2,2,28
7895,4000,0,2,2,24
7896,58000,1,1,1,40
7897,10000,1,2,1,34
7898,12000,1,3,2,42
7899,50000,1,2,1,43
7900,18000,0,1,1,29
7901,2000,1,3,1,52
7902,16000,1,2,2,27
7903,6000,1,2,2,25
7904,40000,1,2,1,37
7905,44000,0,2,1,47
7906,86000,0,2,1,48
7907,10000,1,2,1,27
7908,10000,1,2,1,39
7909,22000,0,2,2,47
7910,10000,0,1,2,28
7911,16000,1,1,1,25
7912,46000,0,2,1,39
7913,60000,0,2,1,66
7914,44000,0,1,1,36
7915,40000,1,1,2,26
7916,26000,1,1,2,30
7917,80000,1,1,2,31
7918,46000,1,1,2,29
7919,6000,0,2,1,36
7920,44000,1,1,2,27
7921,4000,0,2,2,30
7922,56000,1,2,2,29
7923,52000,0,1,2,36
7924,16000,1,2,1,34
7925,12000,1,2,2,24
7926,72000,1,1,1,36
7927,70000,1,2,1,33
7928,10000,0,2,2,25
7929,20000,1,3,2,41
7930,72000,1,1,2,29
7931,24000,1,1,2,31
7932,20000,0,1,2,31
7933,12000,0,2,2,22
7934,48000,1,1,2,28
7935,72000,1,1,2,31
7936,58000,0,1,1,47
7937,18000,1,1,2,24
7938,10000,0,2,2,38
7939,10000,1,3,2,54
7940,32000,1,2,1,45
7941,100000,1,1,2,27
7942,10000,1,2,2,24
7943,10000,0,2,2,28
7944,42000,1,1,2,33
7945,16000,0,2,2,26
7946,4000,0,1,2,31
7947,30000,1,1,1,29
7948,10000,1,2,1,50
7949,20000,0,3,1,30
7950,10000,0,2,2,23
7951,36000,1,3,1,51
7952,10000,1,3,2,23
7953,10000,1,3,1,43
7954,46000,0,2,1,41
7955,14000,1,2,2,24
7956,2000,1,2,2,31
7957,6000,0,3,2,27
7958,46000,1,2,1,29
7959,4000,0,2,1,31
7960,4000,1,2,2,31
7961,72000,0,2,1,26
7962,80000,0,1,1,35
7963,72000,0,1,1,40
7964,100000,0,1,1,55
7965,16000,0,2,2,26
7966,4000,1,2,2,23
7967,4000,1,1,2,24
7968,10000,1,3,1,27
7969,24000,1,3,1,46
7970,6000,0,2,2,37
7971,40000,0,1,1,57
7972,52000,1,1,1,52
7973,42000,0,2,2,33
7974,24000,1,2,1,27
7975,10000,0,1,2,26
7976,10000,0,2,2,32
7977,18000,1,2,2,24
7978,16000,1,1,2,23
7979,10000,0,2,2,24
7980,20000,0,1,2,25
7981,46000,1,3,1,50
7982,24000,1,3,2,40
7983,72000,1,3,1,38
7984,100000,0,1,1,37
7985,10000,0,3,1,44
7986,144000,1,1,1,45
7987,2000,0,1,2,22
7988,80000,1,1,2,27
7989,100000,0,1,2,54
7990,10000,0,2,1,25
7991,42000,1,2,2,26
7992,48000,1,2,1,38
7993,72000,1,2,2,30
7994,40000,1,1,2,30
7995,16000,1,2,2,23
7996,46000,0,1,2,29
7997,100000,1,1,1,40
7998,10000,1,1,1,36
7999,42000,0,3,2,34
8000,44000,1,1,1,41
8001,30000,0,2,2,45
8002,10000,0,2,1,42
8003,10000,0,3,1,45
8004,16000,1,2,2,29
8005,14000,0,2,1,35
8006,42000,1,3,2,28
8007,10000,0,2,1,42
8008,76000,0,2,1,40
8009,12000,1,2,2,24
8010,40000,1,5,2,32
8011,38000,0,1,2,33
8012,16000,1,2,1,46
8013,4000,0,3,1,53
8014,46000,0,3,2,30
8015,32000,0,2,1,31
8016,16000,1,2,1,47
8017,48000,1,2,1,39
8018,10000,1,1,2,27
8019,40000,1,2,2,23
8020,36000,0,2,1,43
8021,74000,0,3,2,27
8022,18000,1,2,1,27
8023,4000,0,1,2,26
8024,56000,1,1,1,57
8025,28000,0,2,1,73
8026,30000,1,1,2,27
8027,10000,1,2,1,31
8028,4000,1,1,2,23
8029,40000,1,1,2,33
8030,4000,1,2,2,23
8031,16000,1,2,1,34
8032,46000,1,2,2,30
8033,48000,1,1,1,38
8034,16000,0,2,1,49
8035,58000,0,2,1,39
8036,14000,1,2,2,23
8037,6000,1,3,1,31
8038,56000,0,2,2,37
8039,40000,1,2,1,28
8040,28000,0,5,2,26
8041,78000,0,2,2,29
8042,6000,1,1,2,28
8043,100000,1,2,2,32
8044,36000,1,2,2,26
8045,58000,1,2,1,33
8046,10000,1,2,1,31
8047,26000,0,1,1,47
8048,32000,0,3,1,48
8049,36000,1,2,1,33
8050,52000,1,5,2,32
8051,62000,1,1,1,32
8052,26000,0,1,2,27
8053,60000,1,1,1,36
8054,32000,1,1,1,39
8055,54000,0,2,1,48
8056,72000,0,2,1,63
8057,72000,0,2,1,42
8058,72000,1,3,1,41
8059,56000,0,1,1,45
8060,44000,0,2,2,44
8061,62000,0,3,1,32
8062,32000,0,2,2,52
8063,10000,0,1,2,27
8064,4000,0,2,2,26
8065,94000,0,2,1,32
8066,32000,1,2,1,31
8067,10000,1,2,1,42
8068,10000,0,2,2,22
8069,46000,1,1,1,53
8070,72000,0,3,2,29
8071,18000,1,2,2,24
8072,36000,0,1,2,27
8073,42000,1,1,2,39
8074,10000,1,1,2,24
8075,2000,0,2,2,23
8076,40000,1,3,1,34
8077,100000,0,1,1,41
8078,10000,1,2,1,42
8079,16000,0,3,1,46
8080,10000,1,1,2,23
8081,10000,0,2,2,22
8082,20000,1,2,1,39
8083,72000,0,1,2,49
8084,102000,1,1,1,37
8085,26000,1,3,1,48
8086,66000,0,1,2,44
8087,10000,1,3,2,40
8088,40000,1,1,1,24
8089,16000,1,2,1,33
8090,44000,1,1,1,39
8091,70000,1,2,1,48
8092,8000,0,2,2,27
8093,12000,0,2,2,24
8094,10000,1,2,2,48
8095,20000,1,1,1,44
8096,42000,0,2,1,30
8097,48000,0,3,2,42
8098,34000,1,2,1,43
8099,66000,0,1,2,34
8100,10000,1,3,1,29
8101,26000,0,2,2,38
8102,10000,0,3,2,36
8103,20000,0,2,1,41
8104,24000,1,1,2,26
8105,54000,1,1,2,29
8106,16000,1,3,1,40
8107,64000,0,1,2,33
8108,76000,0,1,1,35
8109,36000,1,2,1,41
8110,20000,1,2,2,31
8111,58000,1,1,2,29
8112,2000,0,2,1,24
8113,30000,0,3,2,31
8114,32000,1,2,2,32
8115,6000,1,2,2,23
8116,14000,1,1,2,24
8117,32000,0,2,2,30
8118,10000,1,3,2,22
8119,10000,1,1,2,23
8120,30000,0,1,2,31
8121,32000,1,2,1,63
8122,36000,1,4,2,26
8123,44000,1,2,2,27
8124,16000,1,1,1,36
8125,22000,1,2,2,28
8126,16000,1,2,1,51
8127,32000,1,1,2,36
8128,10000,0,2,2,44
8129,12000,1,2,1,39
8130,72000,1,2,2,34
8131,40000,1,4,2,34
8132,8000,1,2,1,36
8133,10000,1,2,1,46
8134,14000,0,1,2,27
8135,100000,0,1,1,41
8136,36000,1,3,2,28
8137,20000,0,2,2,25
8138,10000,1,2,2,38
8139,28000,0,1,2,29
8140,16000,1,2,2,23
8141,24000,1,1,2,28
8142,16000,1,2,1,45
8143,40000,1,3,2,31
8144,60000,1,1,2,27
8145,72000,0,2,1,38
8146,12000,0,1,2,30
8147,22000,1,2,2,29
8148,30000,1,2,2,24
8149,12000,1,5,2,22
8150,4000,1,1,2,25
8151,6000,0,1,2,25
8152,14000,1,2,1,36
8153,10000,0,2,2,28
8154,40000,1,2,1,35
8155,96000,1,3,1,42
8156,12000,0,2,1,46
8157,80000,0,1,1,40
8158,60000,1,1,2,36
8159,16000,1,3,2,26
8160,60000,0,2,2,33
8161,10000,1,2,1,23
8162,80000,1,2,1,53
8163,32000,1,1,2,30
8164,90000,0,1,1,53
8165,10000,0,3,1,47
8166,12000,1,2,1,57
8167,42000,1,1,2,26
8168,22000,1,2,2,24
8169,28000,0,2,2,41
8170,86000,1,2,1,36
8171,4000,0,2,1,43
8172,126000,1,1,2,29
8173,12000,1,2,3,39
8174,10000,0,3,2,41
8175,4000,0,3,2,61
8176,52000,0,1,1,37
8177,42000,1,1,1,32
8178,100000,0,1,2,33
8179,4000,1,3,1,47
8180,48000,1,1,1,40
8181,30000,0,1,2,30
8182,30000,1,1,2,30
8183,100000,0,1,1,41
8184,6000,1,2,2,22
8185,2000,1,2,1,40
8186,34000,1,2,1,28
8187,56000,1,1,2,29
8188,2000,1,3,2,22
8189,40000,1,3,1,54
8190,100000,1,1,2,43
8191,100000,1,1,2,32
8192,52000,1,1,2,50
8193,32000,0,2,1,52
8194,46000,1,2,2,25
8195,72000,0,2,1,46
8196,26000,0,3,2,44
8197,48000,1,2,2,27
8198,10000,0,1,2,22
8199,26000,1,2,1,44
8200,10000,1,3,2,48
8201,66000,1,1,2,24
8202,24000,1,2,2,23
8203,36000,1,2,1,29
8204,100000,1,1,1,47
8205,52000,1,2,2,29
8206,54000,1,1,1,36
8207,100000,0,1,1,42
8208,48000,0,1,2,28
8209,100000,1,1,2,41
8210,66000,0,2,2,33
8211,16000,1,1,2,23
8212,36000,0,3,1,39
8213,12000,1,1,2,24
8214,2000,1,3,1,45
8215,68000,1,1,1,41
8216,16000,1,3,1,39
8217,68000,1,1,2,36
8218,16000,1,2,1,35
8219,30000,1,1,1,34
8220,24000,1,2,1,28
8221,124000,1,1,2,31
8222,26000,0,1,2,37
8223,12000,1,1,2,28
8224,84000,0,3,2,32
8225,16000,0,2,2,36
8226,16000,0,2,1,43
8227,40000,0,1,2,34
8228,22000,1,3,1,42
8229,68000,1,1,1,33
8230,10000,1,3,2,22
8231,16000,1,2,2,48
8232,40000,1,2,2,24
8233,40000,0,1,1,49
8234,18000,1,2,1,34
8235,10000,0,2,1,44
8236,46000,1,1,1,36
8237,60000,1,1,2,27
8238,10000,1,1,1,35
8239,52000,0,2,1,45
8240,28000,1,2,1,38
8241,46000,1,2,2,35
8242,52000,1,1,1,28
8243,22000,1,2,1,28
8244,4000,1,2,1,63
8245,46000,1,1,1,41
8246,44000,1,1,2,30
8247,100000,1,2,2,27
8248,10000,0,3,1,36
8249,100000,1,1,1,49
8250,10000,0,1,2,23
8251,16000,0,1,2,27
8252,8000,1,1,2,23
8253,6000,0,2,1,29
8254,18000,1,1,2,28
8255,4000,0,2,1,35
8256,100000,0,1,2,32
8257,14000,0,1,1,40
8258,36000,1,1,2,26
8259,44000,0,2,2,35
8260,4000,1,2,2,45
8261,34000,1,2,1,50
8262,14000,0,2,1,45
8263,58000,0,5,1,38
8264,10000,1,1,2,23
8265,72000,1,2,1,37
8266,40000,1,3,2,29
8267,40000,0,2,1,38
8268,14000,0,2,2,48
8269,12000,1,2,1,23
8270,34000,1,2,1,43
8271,72000,0,2,1,28
8272,42000,0,2,2,24
8273,4000,1,3,2,30
8274,4000,1,2,1,37
8275,92000,1,3,1,57
8276,6000,1,1,2,22
8277,6000,1,1,2,26
8278,4000,0,2,1,33
8279,30000,0,1,2,32
8280,22000,1,2,1,48
8281,80000,1,1,2,32
8282,10000,0,2,2,25
8283,24000,0,1,1,34
8284,44000,1,1,1,43
8285,20000,1,2,1,40
8286,10000,1,2,1,28
8287,10000,0,1,2,26
8288,18000,1,3,1,33
8289,14000,1,1,2,24
8290,26000,0,2,1,53
8291,24000,1,3,1,43
8292,10000,1,2,2,32
8293,44000,1,1,2,27
8294,100000,1,1,2,28
8295,64000,0,2,2,32
8296,76000,0,1,1,39
8297,14000,0,2,1,45
8298,16000,1,3,1,52
8299,44000,0,1,2,25
8300,4000,0,2,2,34
8301,24000,1,2,1,34
8302,10000,1,1,2,30
8303,16000,1,1,2,24
8304,90000,0,1,3,37
8305,16000,0,2,2,27
8306,20000,1,3,1,39
8307,10000,0,3,3,45
8308,40000,1,1,2,30
8309,52000,1,2,1,40
8310,20000,1,2,1,41
8311,72000,0,1,2,31
8312,10000,0,2,2,24
8313,72000,1,2,2,34
8314,38000,0,1,2,31
8315,36000,1,2,2,34
8316,40000,0,3,1,34
8317,30000,1,2,2,29
8318,48000,0,2,1,41
8319,20000,1,2,2,26
8320,16000,0,3,1,29
8321,42000,0,1,1,40
8322,44000,1,3,1,37
8323,50000,1,1,2,50
8324,14000,0,2,2,32
8325,32000,1,2,2,34
8326,22000,0,2,2,24
8327,12000,1,1,2,25
8328,48000,1,3,2,33
8329,6000,1,2,2,23
8330,98000,0,1,1,45
8331,52000,0,1,2,34
8332,42000,1,1,2,32
8333,60000,1,1,1,47
8334,100000,0,1,2,37
8335,52000,1,1,2,30
8336,18000,1,2,1,37
8337,54000,1,1,2,31
8338,20000,0,2,1,42
8339,70000,0,1,2,31
8340,6000,1,2,2,39
8341,4000,1,2,2,23
8342,48000,1,1,2,29
8343,16000,1,1,1,44
8344,32000,0,1,2,29
8345,50000,1,2,2,26
8346,16000,1,3,1,45
8347,18000,1,2,1,39
8348,4000,0,2,2,22
8349,30000,1,2,2,23
8350,10000,1,2,1,39
8351,100000,1,2,2,39
8352,18000,1,1,2,27
8353,20000,1,2,2,39
8354,120000,1,2,1,46
8355,12000,1,1,1,37
8356,36000,1,3,3,40
8357,58000,1,1,1,29
8358,36000,1,2,2,34
8359,30000,0,1,2,30
8360,92000,0,2,1,39
8361,100000,1,1,2,41
8362,4000,0,3,1,36
8363,14000,0,2,2,62
8364,2000,0,2,1,58
8365,100000,0,1,2,33
8366,52000,1,1,1,37
8367,42000,1,1,2,37
8368,36000,0,1,2,31
8369,8000,0,2,2,31
8370,50000,1,2,1,39
8371,10000,0,2,2,23
8372,80000,1,3,2,35
8373,36000,1,1,1,33
8374,60000,0,1,2,33
8375,60000,1,2,2,32
8376,14000,1,1,2,25
8377,4000,1,1,2,25
8378,58000,0,2,1,36
8379,14000,0,2,1,37
8380,12000,1,3,2,26
8381,68000,1,2,1,31
8382,30000,0,2,2,29
8383,36000,1,1,2,28
8384,10000,1,2,2,30
8385,28000,1,1,1,33
8386,38000,1,2,1,45
8387,28000,1,1,2,26
8388,72000,0,2,1,47
8389,36000,0,2,2,29
8390,32000,1,5,2,40
8391,40000,1,2,1,39
8392,70000,1,1,1,32
8393,18000,1,2,2,29
8394,6000,0,1,2,29
8395,56000,0,2,2,45
8396,28000,1,2,1,25
8397,4000,0,3,1,29
8398,24000,1,2,2,28
8399,26000,0,3,1,54
8400,2000,1,1,1,37
8401,40000,0,2,2,58
8402,96000,0,2,1,44
8403,40000,0,2,2,31
8404,10000,1,2,1,40
8405,26000,1,3,1,32
8406,34000,0,1,1,36
8407,30000,0,1,1,46
8408,102000,1,1,2,35
8409,26000,0,2,2,26
8410,26000,1,3,1,57
8411,24000,0,2,2,34
8412,72000,1,1,2,35
8413,10000,0,2,2,24
8414,6000,1,2,1,31
8415,30000,1,1,1,42
8416,10000,0,3,1,58
8417,2000,1,2,1,22
8418,40000,1,2,2,28
8419,10000,0,3,2,46
8420,2000,1,2,1,23
8421,34000,0,2,2,29
8422,62000,0,2,1,34
8423,4000,0,1,1,50
8424,10000,0,1,2,31
8425,52000,1,1,2,28
8426,22000,1,2,2,59
8427,52000,0,2,2,31
8428,80000,0,3,1,51
8429,4000,0,2,1,58
8430,36000,0,2,2,26
8431,6000,0,3,2,44
8432,10000,1,2,1,34
8433,6000,1,1,2,23
8434,12000,0,1,2,24
8435,100000,0,1,1,40
8436,36000,0,3,1,35
8437,12000,1,2,1,48
8438,40000,1,1,1,30
8439,38000,0,2,1,58
8440,34000,0,2,2,42
8441,56000,0,1,2,29
8442,48000,0,2,1,44
8443,22000,1,2,1,24
8444,28000,1,1,2,27
8445,20000,0,3,2,32
8446,4000,1,3,1,54
8447,24000,1,2,2,27
8448,26000,1,2,2,25
8449,2000,0,2,2,24
8450,20000,0,1,2,31
8451,72000,0,1,1,37
8452,26000,1,1,2,26
8453,48000,0,2,1,38
8454,12000,1,1,1,43
8455,4000,0,2,1,45
8456,10000,1,2,2,29
8457,12000,0,1,2,29
8458,20000,0,2,1,42
8459,68000,1,1,1,49
8460,44000,1,1,2,41
8461,26000,1,1,2,27
8462,60000,0,1,2,29
8463,6000,1,2,2,25
8464,56000,1,1,1,32
8465,10000,0,3,2,26
8466,72000,0,2,1,32
8467,10000,0,2,2,23
8468,56000,1,1,2,31
8469,36000,1,3,1,31
8470,28000,1,2,1,37
8471,24000,1,1,2,33
8472,26000,1,1,2,30
8473,12000,1,2,2,29
8474,72000,1,1,2,50
8475,52000,1,3,1,41
8476,10000,1,3,1,31
8477,4000,0,2,2,43
8478,42000,1,1,2,30
8479,100000,0,2,2,30
8480,10000,0,2,1,31
8481,52000,0,2,1,38
8482,40000,0,1,1,40
8483,58000,1,2,2,41
8484,52000,1,2,3,38
8485,100000,0,2,1,33
8486,36000,1,2,2,35
8487,90000,1,1,2,40
8488,22000,0,3,2,24
8489,68000,0,1,2,29
8490,10000,1,2,1,32
8491,28000,1,3,1,35
8492,80000,1,1,1,31
8493,26000,0,3,2,53
8494,14000,0,2,2,29
8495,8000,1,1,2,24
8496,14000,1,2,1,40
8497,50000,0,1,2,30
8498,30000,1,5,1,25
8499,4000,0,2,2,24
8500,4000,1,2,2,23
8501,4000,1,1,2,24
8502,44000,0,1,2,31
8503,60000,0,1,2,32
8504,24000,0,1,2,38
8505,42000,1,2,1,42
8506,34000,1,2,2,56
8507,12000,1,1,2,23
8508,10000,0,2,2,27
8509,36000,1,3,1,43
8510,4000,1,2,1,28
8511,26000,0,3,1,48
8512,32000,1,2,2,25
8513,100000,1,1,2,33
8514,14000,0,3,2,53
8515,26000,1,2,1,27
8516,62000,1,2,1,40
8517,36000,1,3,1,41
8518,6000,1,3,1,43
8519,10000,1,2,1,39
8520,18000,1,1,2,42
8521,4000,1,2,1,58
8522,26000,0,1,1,29
8523,62000,1,2,1,35
8524,16000,0,2,2,40
8525,40000,1,2,1,40
8526,40000,1,1,1,34
8527,36000,1,3,1,63
8528,2000,0,2,2,23
8529,42000,0,3,1,33
8530,4000,1,4,2,22
8531,10000,0,2,2,31
8532,72000,1,1,2,37
8533,100000,1,2,1,38
8534,10000,1,2,1,41
8535,40000,1,2,1,44
8536,28000,0,2,1,48
8537,72000,1,2,1,46
8538,22000,0,2,2,24
8539,10000,0,2,2,28
8540,26000,1,2,2,27
8541,40000,1,1,1,35
8542,2000,0,3,2,41
8543,66000,1,1,2,30
8544,46000,1,2,1,46
8545,28000,0,2,1,37
8546,10000,0,1,1,38
8547,34000,0,1,2,29
8548,10000,1,2,2,32
8549,58000,1,1,1,35
8550,22000,0,2,1,39
8551,34000,0,1,2,27
8552,78000,1,2,1,31
8553,4000,1,2,1,37
8554,8000,0,1,2,24
8555,80000,0,2,1,37
8556,52000,1,3,1,52
8557,48000,0,1,2,48
8558,46000,1,2,1,38
8559,80000,0,1,2,37
8560,6000,0,2,1,31
8561,60000,0,1,2,37
8562,26000,0,1,2,26
8563,36000,1,1,2,41
8564,26000,0,3,2,24
8565,10000,1,2,1,57
8566,46000,1,2,1,36
8567,28000,0,3,1,35
8568,6000,0,2,1,23
8569,8000,1,3,1,39
8570,50000,1,2,1,40
8571,24000,0,2,1,27
8572,42000,1,2,2,29
8573,76000,0,1,2,33
8574,16000,1,2,1,49
8575,16000,1,2,1,31
8576,28000,0,2,2,36
8577,4000,1,2,2,23
8578,40000,1,2,1,43
8579,10000,1,2,1,24
8580,46000,0,3,2,37
8581,46000,1,2,2,29
8582,12000,1,2,2,24
8583,26000,0,3,1,40
8584,4000,1,2,2,27
8585,88000,1,2,2,31
8586,82000,0,2,2,42
8587,64000,0,2,1,32
8588,6000,0,2,2,26
8589,10000,1,3,1,47
8590,10000,0,2,2,39
8591,28000,1,1,2,52
8592,12000,1,3,1,48
8593,30000,0,1,2,35
8594,26000,0,5,2,46
8595,62000,0,2,1,43
8596,18000,0,2,1,42
8597,42000,1,1,2,46
8598,6000,0,3,1,59
8599,6000,1,2,1,22
8600,6000,1,1,2,24
8601,4000,0,3,1,45
8602,60000,0,1,1,30
8603,32000,1,2,1,30
8604,4000,1,2,2,23
8605,4000,0,1,2,29
8606,14000,0,2,1,26
8607,26000,1,1,2,26
8608,36000,1,1,1,38
8609,10000,0,2,2,28
8610,68000,1,1,2,27
8611,30000,1,2,2,25
8612,30000,1,2,1,40
8613,20000,1,1,2,28
8614,6000,1,1,2,23
8615,30000,1,2,1,34
8616,38000,1,1,2,38
8617,14000,1,1,2,33
8618,72000,1,1,1,48
8619,42000,0,2,1,45
8620,64000,0,2,1,37
8621,10000,1,2,1,22
8622,64000,0,2,1,42
8623,16000,0,2,2,26
8624,50000,0,1,1,42
8625,44000,0,1,1,33
8626,50000,1,1,2,37
8627,10000,1,2,1,24
8628,52000,1,1,1,38
8629,10000,0,2,1,45
8630,4000,0,2,2,25
8631,100000,1,2,1,34
8632,66000,1,2,2,33
8633,34000,0,2,2,34
8634,16000,0,2,1,29
8635,48000,1,2,1,32
8636,30000,1,2,2,28
8637,60000,0,1,2,33
8638,20000,0,2,1,35
8639,58000,1,2,2,33
8640,2000,0,1,3,46
8641,84000,1,1,2,41
8642,4000,1,2,1,42
8643,10000,0,3,2,26
8644,36000,1,2,1,44
8645,84000,0,2,1,41
8646,16000,1,2,2,38
8647,42000,0,1,1,42
8648,16000,0,3,1,42
8649,100000,0,1,1,45
8650,20000,0,2,2,27
8651,122000,1,1,2,36
8652,64000,0,1,1,45
8653,40000,1,3,1,38
8654,72000,0,1,2,35
8655,30000,1,2,1,39
8656,20000,0,1,1,44
8657,40000,0,1,2,29
8658,52000,0,1,1,36
8659,60000,1,2,1,34
8660,22000,0,2,1,32
8661,100000,0,3,2,44
8662,12000,1,1,2,30
8663,16000,0,1,2,39
8664,30000,0,2,2,38
8665,42000,0,1,2,35
8666,100000,1,2,2,34
8667,22000,0,2,1,39
8668,12000,1,1,1,49
8669,96000,1,1,2,33
8670,48000,1,2,1,28
8671,70000,1,1,2,40
8672,48000,1,2,1,38
8673,20000,0,1,1,43
8674,6000,1,2,1,30
8675,58000,0,1,2,41
8676,72000,1,1,1,32
8677,86000,0,2,1,46
8678,30000,0,1,2,44
8679,10000,0,3,1,31
8680,48000,1,3,1,36
8681,4000,1,1,2,24
8682,46000,0,1,1,39
8683,4000,0,2,1,31
8684,20000,1,2,1,33
8685,18000,1,3,1,39
8686,48000,1,1,2,29
8687,16000,0,3,1,27
8688,56000,1,1,1,37
8689,34000,1,1,1,30
8690,18000,1,2,1,47
8691,84000,1,3,1,36
8692,56000,0,2,2,30
8693,6000,0,2,2,26
8694,44000,0,1,1,48
8695,52000,1,1,2,27
8696,34000,1,2,2,27
8697,10000,0,2,2,31
8698,40000,1,1,2,31
8699,60000,1,1,2,44
8700,10000,0,2,1,57
8701,30000,0,3,2,25
8702,30000,1,3,1,35
8703,48000,1,3,1,43
8704,46000,1,2,2,27
8705,34000,1,2,1,34
8706,48000,0,2,2,46
8707,16000,1,2,1,43
8708,58000,0,2,2,29
8709,48000,1,2,2,35
8710,16000,1,2,1,42
8711,6000,0,2,2,33
8712,10000,1,2,2,26
8713,6000,1,3,2,52
8714,22000,0,1,2,32
8715,10000,0,2,1,49
8716,28000,1,2,2,29
8717,18000,1,2,1,38
8718,36000,0,2,2,31
8719,72000,1,1,2,29
8720,28000,0,2,2,28
8721,30000,1,1,2,27
8722,40000,0,2,1,56
8723,22000,1,2,1,48
8724,10000,0,3,1,58
8725,34000,1,2,1,43
